Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_urea
FU0001,14.597359833956045,-4.4247448474769975,14.597359833956045,0.7559569260121657,0.1676472462674973,645.3190000000009,616.0869999999998,645.0236897880008,166,0.19675040898984847,-0.49003067645577386,0.49003067645577386,0.19675040898984847,0.9354838709677419,1.6774193548387097,2.3870967741935485,10.315502878436574,-0.24924879672077058,-4.146640245849507e-17,-2.674404441014135,7.679991809594118e-17,-2.7682246560406827,0.6111912373871546,-1.1240739897889975,47.65181786940711,43.92788741291,19.24288399526265,26.262484556404083,22.31940559241882,9.976903883595144,5.171467665034788,7.328965956211108,3.429277344421067,4.948423984534944,2.205020886369598,4.0199957785378615,-1.1300000000000003,6.7192714573032,11.651596931772385,5.815185868306782,252.2815761264435,14.053923621703873,23.651764636716877,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,45.0558573762063,82.67564164708728,52.60538997138178,23.669884483189545,53.70054920386164,61.93423055660809,0.0,4.899909730850478,0.0,39.674451055875174,26.049564295864123,60.28202719037899,5.749511833283905,42.68,153.40795340872464,4.794537184071822,0.0,0.0,0.0,0.0,45.181741254136114,0.0,48.906012019789806,243.99496172901064,2.3781861891869287,13.558115009524759,-0.9898711085509355,-3.522540690672874,-4.410016911787035,-6.677889069600082,-12.351118180517318,-29.239826966594055,0.0,0.4,31,0,4,0,0,0,2,1,3,4,0,6,14,0,0,0,3,6.936200000000007,143.41749999999985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FU0002,13.33339186265961,-4.402918375682146,13.33339186265961,0.5471537217369138,0.29530986578080354,515.1,487.8840000000003,514.1151624040008,178,0.3036806131796202,-0.481208460260121,0.481208460260121,0.3036806131796202,1.0,1.7941176470588236,2.588235294117647,10.993634886443628,-0.2443222032473257,4.076606063758367e-17,-2.546301139102453,0.0347715770444526,-2.6260930828738895,2.1527585150046726,-0.999098896556609,47.87543250853871,43.31363311632846,18.702555224202364,27.205677989913394,21.894133532341893,10.496842876742708,5.496725239507405,7.766101250574885,3.2283354097568817,5.104605039087818,1.9070960020716026,3.326860815214896,-2.4799999999999995,8.015994834806865,12.835498160680253,8.077997253695157,251.16204172717832,10.00871792195769,0.0,0.0,5.907179729351506,1.4311996572326342,5.969305287951849,9.589074368143644,4.9839785209472085,0.0,23.52376989878223,47.865105174584556,41.34864956008274,61.333969786783435,38.59067794084139,50.337605019676616,70.00826323047029,1.4311996572326342,9.883888251797686,0.0,17.303871455663398,25.36156757086481,76.22523266095342,0.0,70.49999999999999,182.1979047585699,10.959832924313863,0.0,0.0,0.0,0.0,0.0,10.092786712054421,47.30110345172068,217.25872391547554,4.126358490916459,28.478843219140515,2.3577433188625987,-12.626778441120273,-4.898293278267752,-12.597098341522985,-8.436810312735584,-7.968244126304102,0.0,0.2692307692307692,34,1,5,0,0,0,2,1,3,6,1,8,13,0,0,0,3,6.476600000000006,145.3437999999998,1,0,0,0,0,1,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
FU0003,9.08603848819397,-3.965052857562778,9.08603848819397,0.6959068933125263,0.3870015233962657,366.84399999999965,347.692,366.1022721480005,132,0.2933179289243648,-0.5065162840856384,0.5065162840856384,0.2933179289243648,0.8076923076923077,1.5,2.1923076923076925,11.162867115063849,-0.18050018999679254,0.3906364020033798,-2.6709402762714656,0.5038418554617204,-2.521966224777008,2.2587848911239345,-0.9933756524116485,34.51362518897291,31.602709344400814,13.358638290419272,20.568926643965266,16.276099543591997,7.429319145209636,5.051354672200409,5.429319145209636,3.5214681479988026,3.710450384503416,2.32007718292335,2.4145683011756565,-2.6499999999999986,5.671361844480454,6.579362464056162,2.7844464223712717,183.3047981190022,15.326424573321638,5.749511833283905,11.49902366656781,0.0,4.293598971697903,0.0,0.0,0.0,0.0,0.0,53.90752388224785,48.234125826444064,25.390391635862454,17.900278497228975,37.258561472045166,27.946492849231376,4.293598971697903,0.0,0.0,25.012732389351218,0.0,70.54095770447725,17.248535499851716,60.69,129.14777855267906,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,37.82667576065395,159.32248937744012,5.83393373670649,0.0,11.409949035728216,-3.8164267461312305,-6.995661052803683,-9.581180242012431,-11.56199299781641,0.0,0.0,0.18181818181818182,26,3,3,1,0,1,3,0,3,3,3,4,5,0,0,0,4,5.961100000000004,104.96340000000001,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FU0004,13.276387550390524,-3.4012712060132717,13.276387550390524,0.2677034443764241,0.6654785528464892,334.16899999999976,322.073,333.0000553440004,102,0.3073959523791919,-0.4809852132130286,0.4809852132130286,0.3073959523791919,1.2,1.9,2.55,11.95378098730863,-0.16469800036829596,0.4699223755086482,-2.3419119666995565,0.5498188121698888,-2.4310303838569487,2.6633128367527323,-0.7830314893757414,24.86736081903094,21.549922939900775,11.13591947901548,14.620908571115548,10.827636951414167,5.81795973950774,3.4041706580517888,4.197168927609141,2.1242841338501837,2.5207832686288594,1.2922448764624566,1.4904944438517944,-2.1399999999999997,5.33095174872493,5.878302341530973,3.0546882493460967,140.97046944830603,10.828525166833487,0.0,8.60692910302134,0.0,1.4311996572326342,5.969305287951849,9.589074368143644,0.0,0.0,0.0,28.01478131327594,35.77554503001347,24.028525886250407,15.968234794520917,29.85839372143923,33.3698804069497,1.4311996572326342,0.0,0.0,6.372924901329379,5.719716975726273,63.460004944566464,0.0,80.39,82.8001468390638,9.589074368143644,0.0,10.192436491558688,0.0,0.0,0.0,21.038752089056562,16.591710819421014,93.01884605114529,2.850090981388885,25.102961574577282,3.6010609433422385,-4.668924779016544,-3.3598962057529866,-6.309534026337553,-3.4012712060132717,0.0,0.0,0.06666666666666667,20,3,4,0,0,0,2,0,2,4,2,5,5,0,0,0,2,2.889400000000001,79.76870000000002,1,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FU0005,12.421920986412387,-5.611194545795371,12.421920986412387,1.518975934865496,0.5707693126637735,408.4719999999997,384.28000000000014,408.1242741080006,152,0.3326598944894321,-0.49325437092132085,0.49325437092132085,0.3326598944894321,0.9285714285714286,1.5714285714285714,2.1785714285714284,10.749101161254972,-0.24817892871654293,-2.039186551086442e-17,-2.514992433647095,2.3589592993262575e-16,-2.6089826103274816,0.63735169769286,-1.0636358380187563,41.33398062421133,37.265986323710905,14.082482904638631,22.90824304144231,18.541241452319316,8.041241452319316,4.220535683290187,5.295450640420717,2.3033092233890704,2.6893919868770255,1.3398207085158227,1.6425701386704443,-2.579999999999999,5.962950205973119,10.09809746622554,7.575736618306902,198.34479030149356,18.765619531357018,11.49902366656781,6.080018026949988,0.0,1.4311996572326342,16.087432146985403,0.0,4.794537184071822,8.417796984328938,0.0,24.16967483065318,42.14846993134285,33.01242060727724,30.5627705742456,63.50540049167291,16.087432146985403,1.4311996572326342,0.0,0.0,25.677759946904427,19.301894586949036,59.46625264470035,11.49902366656781,99.13,132.03236299210704,13.212334168400758,0.0,0.0,0.0,0.0,0.0,14.028756577556969,37.69550940294775,225.55041154650826,0.0,12.421920986412387,3.529136067854983,-3.189575022327339,-5.521509707777989,-12.609290344163563,-16.275981792485275,-11.960583854892779,-5.611194545795371,0.35,28,1,7,0,0,0,2,0,2,7,1,8,13,0,0,0,2,2.678700000000001,104.30860000000006,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FU0006,13.622257808165598,-5.8091556232783725,13.622257808165598,0.05054514431411894,0.3917777906705015,464.54699999999974,440.3550000000002,464.15182624800065,170,0.25265710428008703,-0.4944136476868472,0.4944136476868472,0.25265710428008703,1.0909090909090908,1.9090909090909092,2.6666666666666665,11.240232908661678,-0.24614626478241136,2.0142093087430323e-16,-2.349674480739822,0.12096591907534698,-2.5619263363032374,2.1425877187905793,-0.9458882369954063,44.1932697537345,39.83009583431915,16.646592415246875,25.53321049856778,20.239292470845843,9.837715013146607,6.006136400376927,7.1388432658682985,3.9932854342040653,4.416217911456636,2.7282368827588903,3.059882267093932,-3.8499999999999996,7.32648789299112,8.589562077183947,4.3990823153818495,224.82053691774533,15.023679577317678,11.436898107967467,4.235526234984602,10.023291153407584,5.907179729351506,0.0,9.509656797805953,13.410201716964607,0.0,0.0,30.212093538316473,30.54259973198256,36.12752104240712,57.31244888396111,50.970653036760055,49.111093296288324,0.0,10.286816623517627,4.992404732635669,6.851892117295679,24.912823074015428,70.86590180066995,5.749511833283905,112.64999999999998,162.80103547484168,13.212334168400758,0.0,4.977003270229252,0.0,0.0,0.0,4.992404732635669,37.758318868359275,223.14693219878689,0.0,17.57223916611905,-3.9812035903919893,-7.841977665392808,-3.482553396198833,-12.044066558659745,-4.022214497599942,-7.1065401771017305,-9.490615479560944,0.16666666666666666,33,3,8,0,0,0,3,1,4,5,3,9,9,0,0,0,4,3.6016200000000014,130.6154,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
FU0007,8.844965747369248,-4.221861930065621,8.844965747369248,0.16259529439650233,0.5177733515539888,412.94599999999974,391.77800000000013,412.1124599720006,144,0.2947629931749815,-0.494552846589569,0.494552846589569,0.2947629931749815,1.1428571428571428,2.0,2.857142857142857,11.189383553522175,-0.18107562767337138,4.984204839841788e-16,-2.7685837822499453,0.15012116156942432,-2.8983832983813884,2.254896328940643,-1.0223407150720345,37.51362518897291,34.48331543593679,15.055740962882968,22.110054882853653,17.897727778517165,8.693627027696545,5.269687513979916,6.421048649123116,3.531544170450469,4.568001772818169,2.308482431839243,3.173448846296894,-2.2799999999999994,6.109552587845434,7.2764161523593955,3.3209918744065496,201.51218429657357,14.985721192186944,5.817862777835028,7.291830414763572,0.0,1.4311996572326342,0.0,4.899909730850478,0.0,4.3735399814164495,0.0,23.685777305559107,47.638537835246225,70.80456803889194,19.778264034341518,32.56506283666959,49.94035834264917,1.4311996572326342,14.25045298249618,0.0,6.372924901329379,37.384208152430205,52.88301575908138,5.879988336435371,55.39,124.62714907365725,0.0,0.0,14.576832917548831,11.532486611566675,0.0,0.0,9.482348172523661,40.488394193027545,182.01407068092382,6.603607710910132,-0.6073014777934942,1.8485586434451518,-1.896568191272514,-1.784767487706442,-6.040611879182306,-3.939303117909497,-20.253240436970373,0.0,0.2857142857142857,28,2,5,0,1,1,2,2,4,5,2,7,5,0,1,1,5,4.501300000000004,116.95050000000002,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FU0008,9.922475411192945,-5.9431396320580605,9.922475411192945,2.4986350374468342,0.5141969070179694,416.64599999999933,372.29400000000015,416.3290452680012,170,0.21085602728442043,-0.3926949923340318,0.3926949923340318,0.21085602728442043,0.8666666666666667,1.7,2.3666666666666667,-9.392321548098404e-16,-0.2474633856135967,-3.706760466993591e-16,-2.825369286563967,-2.8227877274088306e-16,-2.737790070565671,-2.1915016478907897e-16,-1.1159486599975164,60.085421958697395,58.72474487139159,14.72474487139159,31.806765733000177,29.587117307087382,7.862372435695795,5.8394345083117605,5.8394345083117605,3.6811862178478973,3.6811862178478973,2.2931919604112734,2.2931919604112734,-0.9000000000000001,4.074044372261752,9.302573014005528,5.285369373083563,245.60285748335426,15.326424573321638,0.0,0.0,4.293598971697903,0.0,0.0,0.0,0.0,0.0,0.0,55.91017239616784,87.78404697071241,53.87050715132082,25.985638201904983,71.5275253763007,0.0,4.293598971697903,0.0,28.99082121084909,103.00394666199709,0.0,35.3544960442808,0.0,60.69,167.349263917127,12.33682700553198,0.0,0.0,0.0,0.0,0.0,15.326424573321638,48.15787276914497,380.32148745287964,0.0,0.0,11.742450841571188,-16.365350713412152,-22.59162965765779,-11.653317558847412,-49.49372999869779,-25.20991036583557,0.0,0.7777777777777778,30,3,3,3,0,3,0,0,0,3,3,3,13,3,0,3,3,5.560600000000007,123.96840000000007,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FU0009,14.397644557823128,-1.671636432350718,14.397644557823128,0.8743518518518518,0.860782458230497,250.20000000000002,242.13599999999994,250.044150556,92,0.33899179863436285,-0.5070521235567077,0.5070521235567077,0.33899179863436285,1.0,1.7777777777777777,2.5,12.988505356075992,-0.08892133795601051,0.6466196351921464,-2.234928466644629,0.805769477238889,-2.1245244502997003,2.9057452506251935,-0.7498888488064881,19.919767061838236,16.480673817410043,8.480673817410043,12.093529232674122,8.306833489632748,4.490336908705022,3.1195460968064235,3.1195460968064235,1.968445049786647,1.968445049786647,1.1981035958262185,1.1981035958262185,-2.4299999999999993,5.4751674143249245,4.444356970002065,2.1513012979588226,112.34760436784283,10.217616382214425,22.94740500707269,0.0,0.0,2.8623993144652684,5.969305287951849,0.0,13.575367279421462,0.0,0.0,6.042418707663295,29.733126322350174,11.60587019936029,8.224551337021321,32.017534998657204,5.969305287951849,2.8623993144652684,0.0,0.0,0.0,0.0,53.45240541976855,16.876414816677897,57.53,76.2981255243983,13.575367279421462,0.0,0.0,0.0,0.0,0.0,10.217616382214425,11.086950651486589,87.5014419564122,0.0,11.706576961031326,7.723157701352145,-2.8533819916855636,-5.7662661669606115,-6.644861793482825,0.0,0.0,0.0,0.0,18,2,3,0,0,0,2,0,2,3,2,5,3,0,0,0,2,3.0356000000000005,60.41810000000002,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FU0010,13.948454273089382,-4.465859872992135,13.948454273089382,0.1594124706147073,0.17439428838158272,705.6470000000013,667.3429999999998,704.2393070560009,256,0.3501012080231817,-0.49079080635828953,0.49079080635828953,0.3501012080231817,0.7959183673469388,1.510204081632653,2.183673469387755,11.239559317841634,-0.24895918216514065,2.0262221265207315e-16,-2.74309846990086,3.0102377053472317e-16,-2.868036448125638,1.8875108435002392,-1.111087349029092,67.33109795523919,61.46663087187357,24.978488763910477,38.79451883793407,31.758149051382382,13.51407799740084,8.76576390805991,9.521692854078363,5.789833797943648,6.262289389205179,3.6575888293285717,4.113825442797526,-4.359999999999999,10.820172262117321,14.242160394904474,7.044519489054606,347.2733360753729,24.010408323101103,47.90776559787548,0.0,5.7871111525705965,0.0,5.689743398203474,0.0,23.709221223100755,10.197363616602075,0.0,36.096190605424006,73.64900409525801,58.914364541431006,60.297378316286824,66.29941399586858,34.57665232983216,0.0,29.11204765563101,0.0,44.45859046810691,48.90522868479731,111.46971962764988,11.436898107967467,104.70000000000002,227.53247518896208,6.165295740242042,0.0,9.24890258293654,0.0,0.0,0.0,15.181342137549283,88.13053522016331,342.1143498214745,12.35067264419002,15.964971098281165,4.518685192727109,-8.523170577701126,-5.794414489568548,-21.798574082010276,-12.668670816131975,-38.52495990237194,0.0,0.37142857142857144,49,0,12,0,2,2,3,2,5,12,0,14,13,0,2,2,7,5.5773000000000055,188.17599999999942,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
